Item #,CPT/HCPCS Code,Description,Modifier,NDC,UOM,NRV,Gross Charge,Cash price,Min insurance pmt,Max insurance pmt,"AARP/UHC MHMO - AARP Medicare Advantage Plans, Dual Complete Special Needs Plans, UnitedHealthcare Medicare Advantage PASSPORT, UnitedHealthcare Medicare Advantage PPO","Aetna Commercial - HMO, POS, PPO EPO, HDHP","Ambetter - Ambetter Bronze, Silver, and Gold plans",Amerigroup - TennCare,"Amerivantage MHMO - Amerivantage Balance Plus (HMO), Amerivantage Classic Plus (HMO-POS), Amerivantage Full Dual Coordination (HMO D-SNP), Amerivantage Dual Premier (HMO D-SNP), Amerivantage Classic (HMO), Amerivantage Balance, Dual Coordination (HMO D-SNP)",Beechstreet - PPO,Blount County Government Cigna via Allegiance,Blue Cross Networks P&S,BlueCare - TennCare,"BlueAdvantage MHMO - BlueAdvantage Sapphire (PPO), BlueAdvantage Freedom (PPO), BlueCare Plus (HMO D-SNP), BlueCare Plus Choice (HMO D-SNP), BlueAdvantage Emerald (PPO), BlueAdvantage Ruby (PPO), BlueAdvantage Diamond (PPO)","Cigna - Connect, HMO, Indemnity, LocalPlus, OAP/Open Access Plus, PPO",Coventry - PPO,"Humana - HMO, Indemnity, POS, PPO","Humana Gold Plus HMO, HumanaChoice PPO, HumanaChoice Regional PPO, Humana Gold Plus SNP-DE",Multiplan - PPO,TennCare Select - TennCare,Three Rivers - PPO,UHC Community Plan - TennCare,"UnitedHealthcare - All Savers Health Plan, Heritage/UHC of the River Valley, Sures, TN Individual Exchange Benefit Plan, UHC Choice/Choice Plus, UHC Choice Advanced/Choice Plus Advanced, UHC Core/Core Essential, UHC EDGE, UHC Navigate, UHC Options PPO","WellCare - Wellcare Dual Access (HMO D-SNP), Wellcare Giveback Open (PPO), Wellcare No Premium (HMO-POS), Wellcare No Premium (PPO), Wellcare Assist (HMO), Wellcare Giveback (HMO), Wellcare Patriot Giveback (HMO-POS)"
4306109,J3475,MAGNESIUM SULF 2GM/100ML,,71019018202,ML,0636,$135.80,$46.17,$0.53,$122.22,N/A,$122.22,N/A,N/A,N/A,$114.07,N/A,N/A,$0.53,N/A,N/A,N/A,N/A,N/A,$108.64,$0.61,$108.64,$0.00,$0.00,N/A
4306118,J3475,MAGNESIUM SULFATE 50% 1GM/2ML,,63323006403,ML,0636,$98.60,$33.52,$0.53,$88.74,N/A,$88.74,N/A,N/A,N/A,$82.82,N/A,N/A,$0.53,N/A,N/A,N/A,N/A,N/A,$78.88,$0.61,$78.88,$0.00,$0.00,N/A
4306121,,MAGONATE LIQUID,,00256018407,ML,0637,$11.15,$3.79,$8.92,$10.04,N/A,$10.04,N/A,N/A,N/A,$9.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.92,N/A,$8.92,N/A,N/A,N/A
4306160,,MANNITOL INJ 50CC,,00409403101,ML,0250,$104.20,$35.43,$50.95,$93.78,N/A,$93.78,N/A,N/A,N/A,$87.53,$57.31,N/A,N/A,N/A,$50.95,N/A,N/A,N/A,$83.36,N/A,$83.36,N/A,N/A,N/A
4306181,,MARCAINE 0.25% 10 ML,,00409155910,ML,0250,$39.80,$13.53,$19.46,$35.82,N/A,$35.82,N/A,N/A,N/A,$33.43,$21.89,N/A,N/A,N/A,$19.46,N/A,N/A,N/A,$31.84,N/A,$31.84,N/A,N/A,N/A
4306182,,MARCAINE 0.25% 30 ML,,63323046437,ML,0250,$51.85,$17.63,$25.35,$46.67,N/A,$46.67,N/A,N/A,N/A,$43.55,$28.52,N/A,N/A,N/A,$25.35,N/A,N/A,N/A,$41.48,N/A,$41.48,N/A,N/A,N/A
4306189,,MARCAINE 0.5% VIAL,,00409116218,ML,0250,$22.90,$7.79,$11.20,$20.61,N/A,$20.61,N/A,N/A,N/A,$19.24,$12.60,N/A,N/A,N/A,$11.20,N/A,N/A,N/A,$18.32,N/A,$18.32,N/A,N/A,N/A
4306191,,MARCAINE .5% W/EPI 30ML,,63323046237,ML,0250,$102.20,$34.75,$49.98,$91.98,N/A,$91.98,N/A,N/A,N/A,$85.85,$56.21,N/A,N/A,N/A,$49.98,N/A,N/A,N/A,$81.76,N/A,$81.76,N/A,N/A,N/A
4306192,,MARCAINE 0.25%/EPI 30ML,,63323046837,ML,0250,$95.60,$32.50,$46.75,$86.04,N/A,$86.04,N/A,N/A,N/A,$80.30,$52.58,N/A,N/A,N/A,$46.75,N/A,N/A,N/A,$76.48,N/A,$76.48,N/A,N/A,N/A
4306193,J3490,BUPIVACAINE VL 0.75% 10ML,,55150017110,ML,0250,$21.95,$7.46,$12.07,$19.76,N/A,$19.76,N/A,N/A,N/A,$18.44,$12.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$17.56,N/A,$17.56,$0.00,N/A,N/A
4306194,,MARCAINE .75% W/DEX SP2ML,,00409176102,ML,0250,$48.75,$16.58,$23.84,$43.88,N/A,$43.88,N/A,N/A,N/A,$40.95,$26.81,N/A,N/A,N/A,$23.84,N/A,N/A,N/A,$39.00,N/A,$39.00,N/A,N/A,N/A
4306212,,MAVIK 2 MG TABLET,,00093732601,EA,0637,$11.95,$4.06,$9.56,$10.76,N/A,$10.76,N/A,N/A,N/A,$10.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$9.56,N/A,$9.56,N/A,N/A,N/A
4306216,J0692,CEFEPIME 1 GM VIAL,,00409021701,EA,0636,$134.20,$45.63,$107.36,$120.78,N/A,$120.78,N/A,N/A,N/A,$112.73,N/A,N/A,$0.00,N/A,N/A,N/A,N/A,N/A,$107.36,$0.00,$107.36,$0.00,$0.00,N/A
4306217,J0692,CEFEPIME 2 GM INJ,,60505614704,EA,0636,$125.25,$42.59,$100.20,$112.73,N/A,$112.73,N/A,N/A,N/A,$105.21,N/A,N/A,$0.00,N/A,N/A,N/A,N/A,N/A,$100.20,$0.00,$100.20,$0.00,$0.00,N/A
4306230,,MAXITROL OPTH. OINT.,,61314063136,GM,0637,$111.80,$38.01,$89.44,$100.62,N/A,$100.62,N/A,N/A,N/A,$93.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$89.44,N/A,$89.44,N/A,N/A,N/A
4306232,,MAXZIDE-25 TAB,,68001021600,EA,0637,$11.15,$3.79,$8.92,$10.04,N/A,$10.04,N/A,N/A,N/A,$9.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.92,N/A,$8.92,N/A,N/A,N/A
4306235,,MAXITROL OPTH. SOLN.,,24208083060,ML,0637,$157.70,$53.62,$126.16,$141.93,N/A,$141.93,N/A,N/A,N/A,$132.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$126.16,N/A,$126.16,N/A,N/A,N/A
4306237,,MAZICON 1 MG/10ML VIAL,,63323042410,ML,0250,$72.40,$24.62,$35.40,$65.16,N/A,$65.16,N/A,N/A,N/A,$60.82,$39.82,N/A,N/A,N/A,$35.40,N/A,N/A,N/A,$57.92,N/A,$57.92,N/A,N/A,N/A
4306238,,MAZICON 5 ML,,00143968410,ML,0250,$35.50,$12.07,$17.36,$31.95,N/A,$31.95,N/A,N/A,N/A,$29.82,$19.53,N/A,N/A,N/A,$17.36,N/A,N/A,N/A,$28.40,N/A,$28.40,N/A,N/A,N/A
4306239,90707,"MEASLES,MUMPS,RUBELLA VAC",,00006468100,EA,0636,$474.20,$161.23,$68.59,$426.78,N/A,$426.78,N/A,N/A,N/A,$398.33,N/A,N/A,$68.59,N/A,N/A,N/A,N/A,N/A,$379.36,$78.37,$379.36,$0.00,$0.00,N/A
4306270,,MEDROL TAB 16MG,,59746000314,EA,0637,$33.15,$11.27,$26.52,$29.84,N/A,$29.84,N/A,N/A,N/A,$27.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$26.52,N/A,$26.52,N/A,N/A,N/A
4306280,,MEDROL TAB 4MG,,00904691461,EA,0637,$22.00,$7.48,$17.60,$19.80,N/A,$19.80,N/A,N/A,N/A,$18.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$17.60,N/A,$17.60,N/A,N/A,N/A
4306290,J0694,CEFOXITIN 1GM INJ,,25021010910,EA,0636,$119.40,$40.60,$19.02,$107.46,N/A,$107.46,N/A,N/A,N/A,$100.30,N/A,N/A,$19.02,N/A,N/A,N/A,N/A,N/A,$95.52,$21.73,$95.52,$0.00,$0.00,N/A
4306305,J0694,CEFOXITIN 2GM INJ,,25021011020,EA,0636,$146.55,$49.83,$19.02,$131.90,N/A,$131.90,N/A,N/A,N/A,$123.10,N/A,N/A,$19.02,N/A,N/A,N/A,N/A,N/A,$117.24,$21.73,$117.24,$0.00,$0.00,N/A
4306307,J0694,CEFOXITIN 1 GM/100 ML NS,,00000000017,EA,0636,$130.00,$44.20,$19.02,$117.00,N/A,$117.00,N/A,N/A,N/A,$109.20,N/A,N/A,$19.02,N/A,N/A,N/A,N/A,N/A,$104.00,$21.73,$104.00,$0.00,$0.00,N/A
4306308,J0694,CEFOXITIN 2 GM/NS 100 ML,,00000000021,EA,0636,$235.25,$79.99,$19.02,$211.73,N/A,$211.73,N/A,N/A,N/A,$197.61,N/A,N/A,$19.02,N/A,N/A,N/A,N/A,N/A,$188.20,$21.73,$188.20,$0.00,$0.00,N/A
4306309,,MELATONIN 5MG TAB,,50268053315,EA,0637,$13.45,$4.57,$10.76,$12.11,N/A,$12.11,N/A,N/A,N/A,$11.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.76,N/A,$10.76,N/A,N/A,N/A
4306310,,MELATONIN LIQ 1MG/ML 60ML,,30768016836,ML,0637,$61.00,$20.74,$48.80,$54.90,N/A,$54.90,N/A,N/A,N/A,$51.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$48.80,N/A,$48.80,N/A,N/A,N/A
4306311,,MEGACE 40 MG TAB,,63739016510,EA,0637,$17.35,$5.90,$13.88,$15.62,N/A,$15.62,N/A,N/A,N/A,$14.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$13.88,N/A,$13.88,N/A,N/A,N/A
4306312,,MEGACE ORAL SUSP,,68094052859,ML,0637,$39.80,$13.53,$31.84,$35.82,N/A,$35.82,N/A,N/A,N/A,$33.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$31.84,N/A,$31.84,N/A,N/A,N/A
4306315,,MEMANTINE CAP 14MG,,00456341433,EA,0637,$154.25,$52.45,$123.40,$138.83,N/A,$138.83,N/A,N/A,N/A,$129.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$123.40,N/A,$123.40,N/A,N/A,N/A
4306316,,MEMANTINE CAP 28MG,,00456342833,EA,0637,$154.25,$52.45,$123.40,$138.83,N/A,$138.83,N/A,N/A,N/A,$129.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$123.40,N/A,$123.40,N/A,N/A,N/A
4306347,J2175,MEPERIDINE (PF) PCA 500MG/50ML,,00000000070,ML,0636,$29.30,$9.96,$1.66,$26.37,N/A,$26.37,N/A,N/A,N/A,$24.61,N/A,N/A,$1.66,N/A,N/A,N/A,N/A,N/A,$23.44,$1.90,$23.44,$0.00,$0.00,N/A
4306350,,MEPHYTON TAB 5MG,,00187170405,EA,0637,$287.35,$97.70,$229.88,$258.62,N/A,$258.62,N/A,N/A,N/A,$241.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$229.88,N/A,$229.88,N/A,N/A,N/A
4306351,J0670,MEPIVACAINE 2% MPF 20 ML,,00409106720,ML,0636,$45.40,$15.44,$3.38,$40.86,N/A,$40.86,N/A,N/A,N/A,$38.14,N/A,N/A,$3.38,N/A,N/A,N/A,N/A,N/A,$36.32,$3.87,$36.32,$0.00,$0.00,N/A
4306352,J0670,MEPIVACAINE 1.5% MPF 30ML,,00409104130,ML,0636,$49.10,$16.69,$3.38,$44.19,N/A,$44.19,N/A,N/A,N/A,$41.24,N/A,N/A,$3.38,N/A,N/A,N/A,N/A,N/A,$39.28,$3.87,$39.28,$0.00,$0.00,N/A
4306354,J0670,MEPIVACAINE 1% MPF 30 ML,,63323026030,ML,0636,$46.00,$15.64,$3.38,$41.40,N/A,$41.40,N/A,N/A,N/A,$38.64,N/A,N/A,$3.38,N/A,N/A,N/A,N/A,N/A,$36.80,$3.87,$36.80,$0.00,$0.00,N/A
4306366,J2185,MEROPENEM 1 GM IV,,55150020830,EA,0636,$129.20,$43.93,$103.36,$116.28,N/A,$116.28,N/A,N/A,N/A,$108.53,N/A,N/A,$0.00,N/A,N/A,N/A,N/A,N/A,$103.36,$0.00,$103.36,$0.00,$0.00,N/A
4306368,J2185,MEROPENEM 500 MG INJ,,63323050725,EA,0636,$130.90,$44.51,$104.72,$117.81,N/A,$117.81,N/A,N/A,N/A,$109.96,N/A,N/A,$0.00,N/A,N/A,N/A,N/A,N/A,$104.72,$0.00,$104.72,$0.00,$0.00,N/A
4306370,,MESTINON 180 MG TIMESPAN,,68682030130,EA,0637,$202.70,$68.92,$162.16,$182.43,N/A,$182.43,N/A,N/A,N/A,$170.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$162.16,N/A,$162.16,N/A,N/A,N/A
4306375,,MESTINON 60 MG TABS,,68682030210,EA,0637,$12.65,$4.30,$10.12,$11.39,N/A,$11.39,N/A,N/A,N/A,$10.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.12,N/A,$10.12,N/A,N/A,N/A
4306390,,METAMUCIL ORANGE PACKET,,37000002404,EA,0637,$14.15,$4.81,$11.32,$12.74,N/A,$12.74,N/A,N/A,N/A,$11.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$11.32,N/A,$11.32,N/A,N/A,N/A
4306411,,METHACHOLINE CL.100MG INH,,64281010006,EA,0250,$445.75,$151.56,$217.97,$401.18,N/A,$401.18,N/A,N/A,N/A,$374.43,$245.16,N/A,N/A,N/A,$217.97,N/A,N/A,N/A,$356.60,N/A,$356.60,N/A,N/A,N/A
4306412,,METHADONE HCL 10MG/5ML PO,,00054355663,ML,0637,$26.20,$8.91,$20.96,$23.58,N/A,$23.58,N/A,N/A,N/A,$22.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$20.96,N/A,$20.96,N/A,N/A,N/A
4306413,J2212,METHYLNAL TREXONE 8MG,,65649055204,ML,0636,$761.50,$258.91,$0.19,$685.35,N/A,$685.35,N/A,N/A,N/A,$639.66,$380.75,N/A,$0.00,N/A,N/A,$494.98,$293.18,N/A,$609.20,$0.00,$609.20,$0.19,$0.00,N/A
4306415,J2210,METHYLERGONOVINE MALEATE 0.2MG/1ML,,00517074020,ML,0636,$165.15,$56.15,$5.16,$148.64,N/A,$148.64,N/A,N/A,N/A,$138.73,N/A,N/A,$5.16,N/A,N/A,N/A,N/A,N/A,$132.12,$5.89,$132.12,$0.00,$0.00,N/A
4306420,,METHERGINE 0.2 MG TABS,,69238160502,EA,0637,$173.65,$59.04,$138.92,$156.29,N/A,$156.29,N/A,N/A,N/A,$145.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$138.92,N/A,$138.92,N/A,N/A,N/A
4306435,J8610,METHOTREXATE 2.5MG TABS,,00904714110,EA,0636,$32.35,$11.00,$25.88,$29.12,N/A,$29.12,N/A,N/A,N/A,$27.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$25.88,N/A,$25.88,$0.00,$0.00,N/A
4306436,Q9968,METHYLENE BLUE 100MG/10ML AMP,,17478050410,ML,0636,"$1,009.90",$343.37,$1.23,$908.91,N/A,$908.91,N/A,N/A,N/A,$848.32,$504.95,$0.00,N/A,N/A,N/A,$656.44,$388.81,N/A,$807.92,N/A,$807.92,$1.23,$7.76,N/A
4306438,Q9968,METHYLENE BLUE 10MG/1ML AMP,,17478050401,ML,0636,$176.65,$60.06,$1.23,$158.99,N/A,$158.99,N/A,N/A,N/A,$148.39,N/A,$0.00,N/A,N/A,N/A,N/A,N/A,N/A,$141.32,N/A,$141.32,$1.23,$7.76,N/A
4306439,Q9968,METHYLENE BLUE 50MG/10ML VIAL,,00517037405,ML,0636,"$1,021.25",$347.23,$1.23,$919.13,N/A,$919.13,N/A,N/A,N/A,$857.85,$510.63,$0.00,N/A,N/A,N/A,$663.81,$393.18,N/A,$817.00,N/A,$817.00,$1.23,$7.76,N/A
4306440,,METOCLOPRAMIDE 5MG TAB,,51079088620,EA,0637,$16.25,$5.53,$13.00,$14.63,N/A,$14.63,N/A,N/A,N/A,$13.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$13.00,N/A,$13.00,N/A,N/A,N/A
4306443,,MEVACOR 20MG TAB,,68180046807,EA,0637,$10.50,$3.57,$8.40,$9.45,N/A,$9.45,N/A,N/A,N/A,$8.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.40,N/A,$8.40,N/A,N/A,N/A
4306448,,METRONIDAZOLE GEL 45GM/AP,,51672411606,GM,0637,$770.30,$261.90,$616.24,$693.27,N/A,$693.27,N/A,N/A,N/A,$647.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$616.24,N/A,$616.24,N/A,N/A,N/A
4306455,,METOPROLOL TARTRATE 12.5MG TAB,,00000000216,EA,0637,$10.15,$3.45,$8.12,$9.14,N/A,$9.14,N/A,N/A,N/A,$8.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.12,N/A,$8.12,N/A,N/A,N/A
4306465,,MEXILETINE HCL 150MG CAP,,00093873901,EA,0637,$15.10,$5.13,$12.08,$13.59,N/A,$13.59,N/A,N/A,N/A,$12.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$12.08,N/A,$12.08,N/A,N/A,N/A
4306491,,MIACALCIN NASAL SPRAY,,60505082306,ML,0637,$152.40,$51.82,$121.92,$137.16,N/A,$137.16,N/A,N/A,N/A,$128.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$121.92,N/A,$121.92,N/A,N/A,N/A
4306492,,MICARDIS 40 MG,,67877048333,EA,0637,$13.10,$4.45,$10.48,$11.79,N/A,$11.79,N/A,N/A,N/A,$11.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.48,N/A,$10.48,N/A,N/A,N/A
4306493,J2248,MICAFUNGIN 50 MG INJ,,00469325010,EA,0636,$786.50,$267.41,$0.68,$707.85,N/A,$707.85,N/A,N/A,N/A,$660.66,$393.25,N/A,$2.92,N/A,N/A,$511.23,$302.80,N/A,$629.20,$3.33,$629.20,$0.68,$0.00,N/A
4306494,J2248,MICAFUNGIN 100MG/10ML IV,,00469321110,EA,0636,"$1,134.75",$385.82,$0.68,"$1,021.28",N/A,"$1,021.28",N/A,N/A,N/A,$953.19,$567.38,N/A,$2.92,N/A,$425.53,$737.59,$436.88,N/A,$907.80,$3.33,$907.80,$0.68,$0.00,N/A
4306510,,MICRO-K EXTENCAPS,,00245531501,EA,0637,$14.15,$4.81,$11.32,$12.74,N/A,$12.74,N/A,N/A,N/A,$11.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$11.32,N/A,$11.32,N/A,N/A,N/A
4306511,,MICRO-K-10,,00904693061,EA,0637,$16.35,$5.56,$13.08,$14.72,N/A,$14.72,N/A,N/A,N/A,$13.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$13.08,N/A,$13.08,N/A,N/A,N/A
4306530,,MIDAMOR 5MG. TAB.,,64980015101,EA,0637,$13.25,$4.51,$10.60,$11.93,N/A,$11.93,N/A,N/A,N/A,$11.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.60,N/A,$10.60,N/A,N/A,N/A
4306533,J2250,MIDAZOLAM 5MG/ML INJ,,63323041225,ML,0636,$41.35,$14.06,$3.64,$37.22,N/A,$37.22,N/A,N/A,N/A,$34.73,N/A,N/A,$3.64,N/A,N/A,N/A,N/A,N/A,$33.08,$4.16,$33.08,$0.00,$0.00,N/A
4306555,,MINERAL OIL 30CC,,48433020230,ML,0637,$19.15,$6.51,$15.32,$17.24,N/A,$17.24,N/A,N/A,N/A,$16.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$15.32,N/A,$15.32,N/A,N/A,N/A
4306560,,MINIPRESS 1MG,,66993043185,EA,0637,$11.90,$4.05,$9.52,$10.71,N/A,$10.71,N/A,N/A,N/A,$10.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$9.52,N/A,$9.52,N/A,N/A,N/A
4306570,,MINIPRESS 5MG,,70954002110,EA,0637,$15.70,$5.34,$12.56,$14.13,N/A,$14.13,N/A,N/A,N/A,$13.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$12.56,N/A,$12.56,N/A,N/A,N/A
4306595,,MINOCIN 100MG CAPS,,00591569550,EA,0637,$15.20,$5.17,$12.16,$13.68,N/A,$13.68,N/A,N/A,N/A,$12.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$12.16,N/A,$12.16,N/A,N/A,N/A
4306600,,MIOSTAT 0.01%,,00065002315,ML,0250,$219.60,$74.66,$107.38,$197.64,N/A,$197.64,N/A,N/A,N/A,$184.46,$120.78,N/A,N/A,N/A,$107.38,N/A,N/A,N/A,$175.68,N/A,$175.68,N/A,N/A,N/A
4306601,,MIRTAZAPINE 7.5MG TAB,,57664051083,EA,0637,$17.30,$5.88,$13.84,$15.57,N/A,$15.57,N/A,N/A,N/A,$14.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$13.84,N/A,$13.84,N/A,N/A,N/A
4306609,,MISOPROSTOL 200 MCG TAB,,43386016106,EA,0637,$19.00,$6.46,$15.20,$17.10,N/A,$17.10,N/A,N/A,N/A,$15.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$15.20,N/A,$15.20,N/A,N/A,N/A
4306614,,MOBIC 7.5 MG TAB,,68382005001,EA,0637,$10.30,$3.50,$8.24,$9.27,N/A,$9.27,N/A,N/A,N/A,$8.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.24,N/A,$8.24,N/A,N/A,N/A
4306630,,UMECLIDINIUM/VILANTEROL 62.5/25 MCG INH,,00173086910,EA,0637,$453.45,$154.17,$362.76,$408.11,N/A,$408.11,N/A,N/A,N/A,$380.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$362.76,N/A,$362.76,N/A,N/A,N/A
4306631,,UMECLIDINIUM AERO 62.5MCG 7 DOSE,,00173087306,EA,0637,$240.80,$81.87,$192.64,$216.72,N/A,$216.72,N/A,N/A,N/A,$202.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$192.64,N/A,$192.64,N/A,N/A,N/A
4306661,,DULERA 200/5MCG 60INH,,00085461005,GM,0637,"$1,069.70",$363.70,$855.76,$962.73,N/A,$962.73,N/A,N/A,N/A,$898.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$855.76,N/A,$855.76,N/A,N/A,N/A
4306662,,DULERA 100/5MCG 60 INH.,,00085720607,GM,0637,"$1,069.70",$363.70,$855.76,$962.73,N/A,$962.73,N/A,N/A,N/A,$898.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$855.76,N/A,$855.76,N/A,N/A,N/A
4306663,,MOMETASONE FUR.INH.110MCG,,00085146102,EA,0637,"$1,000.75",$340.26,$800.60,$900.68,N/A,$900.68,N/A,N/A,N/A,$840.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$800.60,N/A,$800.60,N/A,N/A,N/A
4306664,,MOMETASONE FUR.INH.220MCG,,00085134106,EA,0637,$423.20,$143.89,$338.56,$380.88,N/A,$380.88,N/A,N/A,N/A,$355.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$338.56,N/A,$338.56,N/A,N/A,N/A
4306670,,MONISTAT VAG. SUPP(7),,61269073607,EA,0637,$66.30,$22.54,$53.04,$59.67,N/A,$59.67,N/A,N/A,N/A,$55.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$53.04,N/A,$53.04,N/A,N/A,N/A
4306675,,MONISTAT 7 VAG CREAM,,24385059029,GM,0637,$44.10,$14.99,$35.28,$39.69,N/A,$39.69,N/A,N/A,N/A,$37.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$35.28,N/A,$35.28,N/A,N/A,N/A
4306680,,MONISTAT-DERM CR.,,61269073556,GM,0637,$30.30,$10.30,$24.24,$27.27,N/A,$27.27,N/A,N/A,N/A,$25.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$24.24,N/A,$24.24,N/A,N/A,N/A
4306703,,MONOPRIL 10 MG TAB,,31722020090,EA,0637,$10.90,$3.71,$8.72,$9.81,N/A,$9.81,N/A,N/A,N/A,$9.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.72,N/A,$8.72,N/A,N/A,N/A
4306709,J2270,MORPHINE INJ 100MG/10ML,,00641606801,ML,0636,$52.20,$17.75,$1.22,$46.98,N/A,$46.98,N/A,N/A,N/A,$43.85,N/A,N/A,$1.22,N/A,N/A,N/A,N/A,N/A,$41.76,$1.39,$41.76,$0.00,$0.00,N/A
4306710,J2270,MORPHINE INJ 8MG/ML,,00641612625,ML,0636,$38.20,$12.99,$1.22,$34.38,N/A,$34.38,N/A,N/A,N/A,$32.09,N/A,N/A,$1.22,N/A,N/A,N/A,N/A,N/A,$30.56,$1.39,$30.56,$0.00,$0.00,N/A
4306712,J2270,MORPHINE INJ 2 MG C-II,,00409189001,ML,0636,$30.75,$10.46,$1.22,$27.68,N/A,$27.68,N/A,N/A,N/A,$25.83,N/A,N/A,$1.22,N/A,N/A,N/A,N/A,N/A,$24.60,$1.39,$24.60,$0.00,$0.00,N/A
4306713,J2270,MORPHINE INJ 4MG/ML,,00641612525,ML,0636,$36.10,$12.27,$1.22,$32.49,N/A,$32.49,N/A,N/A,N/A,$30.32,N/A,N/A,$1.22,N/A,N/A,N/A,N/A,N/A,$28.88,$1.39,$28.88,$0.00,$0.00,N/A
4306715,J2270,MORPHINE 10MG VIAL,,00409189301,ML,0636,$30.75,$10.46,$1.22,$27.68,N/A,$27.68,N/A,N/A,N/A,$25.83,N/A,N/A,$1.22,N/A,N/A,N/A,N/A,N/A,$24.60,$1.39,$24.60,$0.00,$0.00,N/A
4306718,J2270,MORPHINE 2500MG/50 ML VL,,00409113405,ML,0636,$275.85,$93.79,$1.22,$248.27,N/A,$248.27,N/A,N/A,N/A,$231.71,N/A,N/A,$1.22,N/A,N/A,N/A,N/A,N/A,$220.68,$1.39,$220.68,$0.00,$0.00,N/A
4306719,,MORRHUATE 50MG/1ML,,00517306501,ML,0250,$583.40,$198.36,$285.28,$525.06,N/A,$525.06,N/A,N/A,N/A,$490.06,$320.87,N/A,N/A,N/A,$285.28,N/A,N/A,N/A,$466.72,N/A,$466.72,N/A,N/A,N/A
4306721,J2270,MORPHINE PCA 1MG/ML 50ML,,70092152350,ML,0636,$75.85,$25.79,$1.22,$68.27,N/A,$68.27,N/A,N/A,N/A,$63.71,N/A,N/A,$1.22,N/A,N/A,N/A,N/A,N/A,$60.68,$1.39,$60.68,$0.00,$0.00,N/A
4306723,J7999,MORPHINE CADD 1000MG/500ML,,00000000204,ML,0636,$171.60,$58.34,$137.28,$154.44,N/A,$154.44,N/A,N/A,N/A,$144.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$137.28,N/A,$137.28,$0.00,$0.00,N/A
